,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
PORT ADELAIDE,Taperoo,1416,129,632,655,623,84,449,90,686,364,194,128,112,70,35,8,27,3,1,1,1,34,24,5,5,5,368,114,42,18,54,67,14,27,26,98,38,18,42,89,2
RAMSAY,Direk,765,102,325,338,216,58,103,55,344,204,83,57,53,31,11,8,12,3,1,0,2,12,8,1,3,7,413,115,36,23,56,63,16,24,23,126,43,18,65,109,2
RAMSAY,Paralowie,1492,216,620,656,405,97,226,82,519,285,129,105,81,44,24,6,14,6,2,3,1,25,14,2,9,6,555,144,46,27,71,87,18,31,38,152,46,24,82,172,6
RAMSAY,Paralowie South,765,122,338,305,267,63,165,39,324,176,78,70,52,25,15,3,7,6,1,0,5,15,11,2,2,6,381,118,38,20,60,67,21,24,22,109,27,27,55,87,1
RAMSAY,Paralowie West,986,163,419,404,290,78,158,54,283,169,70,44,49,29,11,4,14,3,3,0,0,11,7,0,4,6,370,103,31,23,49,54,15,12,27,110,46,21,43,103,2
RAMSAY,Salisbury (Port Adelaide),390,86,187,117,141,44,74,23,141,77,38,26,35,17,8,3,6,3,2,1,0,9,3,3,3,6,111,27,10,5,12,18,3,7,8,23,5,6,12,43,1
RAMSAY,Salisbury Downs,1129,195,546,388,401,77,253,71,430,216,108,106,64,39,19,8,12,5,2,2,1,15,10,4,1,5,394,105,34,20,51,70,10,30,30,116,37,23,56,103,3
RAMSAY,Salisbury North,1157,170,558,429,297,66,173,58,501,269,128,104,90,62,27,10,25,5,2,3,0,17,6,4,7,6,432,110,38,21,51,68,19,21,28,132,46,23,63,122,6
RAMSAY,Salisbury (Wakefield),557,78,300,179,209,42,114,53,238,122,65,51,51,31,13,7,11,3,1,1,1,9,5,1,3,8,202,44,16,10,18,41,12,11,18,55,20,10,25,62,4
RAYNELL,O'Sullivan Beach,477,55,229,193,206,42,145,19,263,148,72,43,66,42,23,2,17,4,1,3,0,15,11,1,3,5,157,47,12,8,27,29,6,9,14,36,12,12,12,45,2
REYNELL,Christie Downs,656,64,312,280,213,40,141,32,298,162,81,55,69,41,11,6,24,5,2,2,1,12,9,0,3,11,238,67,20,9,38,37,8,12,17,65,28,12,25,69,4
REYNELL,Christies Beach,852,94,423,335,396,78,268,50,378,231,96,51,175,97,52,5,40,6,4,1,1,53,37,3,13,19,326,78,20,13,45,72,22,21,29,83,30,11,42,93,1
REYNELL,Hackham,728,73,331,324,251,50,164,37,328,182,73,73,80,49,21,8,20,9,6,2,1,15,11,1,3,7,292,88,24,13,51,42,10,18,14,71,23,12,36,91,7
REYNELL,Morphett Vale,930,121,421,388,353,56,242,55,408,236,107,65,107,54,21,11,22,10,2,4,4,33,20,1,12,10,372,101,28,21,52,61,17,22,22,104,32,26,46,106,6
REYNELL,Morphett Vale North,478,68,226,184,285,50,196,39,264,153,59,52,30,17,8,5,4,0,0,0,0,13,7,0,6,0,178,49,17,8,24,26,8,7,11,58,17,11,30,45,0
REYNELL,Morphett Vale South,642,64,306,272,225,33,164,28,300,158,84,58,51,31,13,2,16,2,1,0,1,11,7,0,4,7,212,54,21,8,25,41,11,13,17,59,17,9,33,58,3
REYNELL,Port Noarlunga,418,56,219,143,338,65,220,53,255,130,90,35,139,91,33,11,47,4,1,1,2,35,20,4,11,9,168,33,15,6,12,37,10,11,16,55,14,18,23,43,2
REYNELL,Reynella South,805,98,386,321,561,109,362,90,521,291,145,85,106,60,19,10,31,5,3,0,2,29,20,4,5,12,320,86,23,19,44,73,17,23,33,82,33,12,37,79,3
SCHUBERT,Angaston,224,40,135,49,526,60,393,73,287,115,133,39,61,19,9,4,6,4,2,2,0,33,25,6,2,5,148,28,5,3,20,46,7,26,13,41,7,14,20,33,0
SCHUBERT,Eden Valley,35,5,23,7,128,11,101,16,78,26,38,14,18,6,5,0,1,1,1,0,0,11,8,1,2,0,34,8,2,1,5,8,4,2,2,4,0,2,2,14,0
SCHUBERT,Keyneton,14,4,8,2,85,8,70,7,32,13,12,7,6,1,1,0,0,2,0,1,1,2,2,0,0,1,22,3,3,0,0,5,1,2,2,8,2,1,5,6,0
SCHUBERT,Moculta,12,1,8,3,70,6,52,12,26,9,12,5,6,2,1,0,1,1,1,0,0,2,2,0,0,1,11,3,1,0,2,3,0,1,2,0,0,0,0,5,0
SCHUBERT,Nuriootpa,384,55,234,95,782,114,541,127,443,189,180,74,80,36,10,9,17,6,3,3,0,25,13,4,8,13,281,47,15,5,27,66,13,25,28,79,16,26,37,89,2
SCHUBERT,Stockwell,72,11,48,13,238,30,165,43,98,40,39,19,9,3,2,0,1,1,1,0,0,3,2,1,0,2,76,13,1,5,7,25,4,10,11,22,5,6,11,16,0
SCHUBERT,Tanunda,277,40,183,54,1057,123,802,132,448,172,218,58,75,30,16,6,8,13,5,2,6,31,19,8,4,1,232,46,19,11,16,73,13,30,30,63,12,23,28,50,0
SCHUBERT,Mount Pleasant,113,14,76,23,236,31,158,47,234,95,99,40,33,10,2,1,7,6,2,3,1,13,8,2,3,4,112,13,4,3,6,25,5,13,7,34,9,9,16,40,1
SCHUBERT,Freeling,306,43,160,103,432,65,308,59,210,101,67,42,46,18,7,3,8,12,7,3,2,11,8,1,2,5,216,51,13,13,25,43,9,17,17,68,24,15,29,54,5
SCHUBERT,Greenock,138,19,61,58,450,42,349,59,173,58,92,23,42,18,11,0,7,6,2,1,3,16,13,3,0,2,93,18,8,4,5,27,3,14,10,27,7,5,15,21,0
SCHUBERT,Lyndoch,218,34,113,71,388,55,285,48,264,125,103,36,58,32,17,3,12,4,1,2,1,17,10,4,3,5,153,39,15,12,12,31,12,9,10,52,16,17,19,31,2
SCHUBERT,Roseworthy,159,23,85,51,271,43,104,124,150,64,59,27,25,15,8,2,5,2,1,1,0,7,5,1,1,1,114,16,7,4,5,24,4,13,7,38,10,11,17,36,0
SCHUBERT,Sandy Creek,114,21,53,40,261,41,96,124,142,66,60,16,24,10,6,3,1,2,1,1,0,11,7,1,3,1,53,12,8,1,3,11,4,7,0,17,10,2,5,13,0
SCHUBERT,Wasleys,132,21,54,57,117,11,51,55,69,30,24,15,12,6,4,1,1,4,3,0,1,2,2,0,0,0,71,11,4,3,4,15,2,6,7,25,10,6,9,20,1
SCHUBERT,Williamstown,315,39,157,119,369,49,262,58,337,150,132,55,88,45,21,7,17,7,2,3,2,32,14,6,12,4,216,36,13,3,20,44,6,22,16,78,21,18,39,58,0
STUART,Truro,55,11,35,9,149,20,101,28,77,23,40,14,3,0,0,0,0,0,0,0,0,3,1,1,1,0,67,8,2,1,5,12,1,6,5,24,6,7,11,23,0
STUART,Booborowie,27,1,22,4,78,12,23,43,26,12,11,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,5,2,0,3,5,0,1,4,7,2,2,3,3,0
STUART,Booleroo Centre,18,4,13,1,205,29,55,121,52,16,27,9,8,3,2,1,0,0,0,0,0,5,4,1,0,0,16,0,0,0,0,8,1,2,5,7,0,3,4,1,1
STUART,Burra,125,20,91,14,239,37,83,119,121,53,48,20,14,7,0,2,5,1,1,0,0,2,1,0,1,4,85,18,7,5,6,19,4,7,8,20,3,8,9,28,0
STUART,Eudunda,47,3,36,8,273,28,76,169,135,66,50,19,7,4,2,1,1,0,0,0,0,2,2,0,0,1,87,8,3,2,3,22,1,14,7,34,5,10,19,23,1
STUART,Farrell Flat,9,1,7,1,46,5,17,24,25,10,7,8,3,0,0,0,0,0,0,0,0,2,2,0,0,1,13,4,2,0,2,1,0,1,0,4,0,1,3,4,0
STUART,Gladstone,61,7,45,9,135,15,58,62,132,60,37,35,11,5,3,1,1,1,0,1,0,5,3,1,1,0,56,9,3,2,4,16,4,6,6,23,5,2,16,8,0
STUART,Hallett,9,1,7,1,68,9,28,31,24,11,7,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,19,3,1,1,1,5,0,1,4,7,2,1,4,4,0
STUART,Jamestown,122,23,68,31,608,68,197,343,237,97,108,32,22,5,1,2,2,2,0,2,0,14,8,3,3,1,109,17,9,0,8,36,5,14,17,29,9,7,13,27,1
STUART,Laura,45,9,29,7,240,24,93,123,120,41,49,30,15,7,1,2,4,0,0,0,0,8,8,0,0,0,53,6,3,2,1,20,0,11,9,22,2,10,10,5,2
STUART,Leigh Creek,29,10,15,4,40,8,19,13,25,11,9,5,8,4,1,0,3,0,0,0,0,3,1,1,1,1,17,4,2,2,0,4,2,1,1,5,2,1,2,4,0
STUART,Melrose,12,2,10,0,121,13,41,67,43,9,25,9,10,4,2,1,1,1,1,0,0,5,5,0,0,0,18,2,1,0,1,6,2,2,2,4,1,1,2,6,1
STUART,Orroroo,30,11,18,1,216,16,66,134,75,22,36,17,3,0,0,0,0,1,1,0,0,2,2,0,0,0,37,5,1,3,1,14,4,2,8,6,1,1,4,12,0
STUART,Peterborough,227,22,140,65,233,27,75,131,200,114,52,34,22,8,3,2,3,0,0,0,0,9,3,3,3,5,111,22,8,5,9,12,3,4,5,39,14,7,18,38,2
STUART,Point Pass,9,0,7,2,54,5,11,38,8,6,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,21,6,0,3,3,7,0,4,3,7,1,2,4,1,0
STUART,Port Augusta Central,208,35,132,41,179,29,129,21,213,109,62,42,28,9,2,4,3,3,1,2,0,15,8,2,5,1,125,29,14,8,7,26,2,11,13,41,14,9,18,29,2
STUART,Port Augusta East,516,68,323,125,297,52,204,41,449,240,117,92,35,13,6,3,4,1,1,0,0,15,10,1,4,6,213,45,19,8,18,29,5,8,16,70,20,12,38,69,4
STUART,Port Augusta West,455,57,288,110,291,50,203,38,357,199,84,74,26,9,3,5,1,4,1,2,1,6,2,3,1,7,202,41,15,6,20,34,8,9,17,66,15,21,30,61,3
STUART,Port Germein,52,4,42,6,93,11,34,48,81,40,31,10,10,6,6,0,0,0,0,0,0,4,2,1,1,0,37,8,5,1,2,10,0,6,4,7,1,1,5,12,1
STUART,Robertstown,32,3,25,4,88,6,21,61,45,23,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,3,2,0,6,2,1,3,10,3,2,5,7,0
STUART,Spalding,22,1,16,5,114,12,40,62,61,21,31,9,2,1,1,0,0,0,0,0,0,1,1,0,0,0,11,1,0,1,0,3,0,1,2,6,2,3,1,1,0
STUART,Stirling North,188,33,104,51,158,20,110,28,239,113,71,55,12,3,1,2,0,2,1,1,0,4,3,0,1,3,127,25,9,5,11,24,6,8,10,54,11,14,29,24,1
STUART,Terowie,17,2,12,3,18,3,4,11,20,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,1,0,0,2,1,1,0,4,1
STUART,Wilmington,55,6,41,8,146,20,51,75,74,27,31,16,10,4,0,0,4,0,0,0,0,5,2,1,2,1,33,6,3,1,2,14,1,7,6,9,3,4,2,4,0
STUART,Wirrabara,47,8,32,7,144,11,48,85,85,37,34,14,4,0,0,0,0,1,1,0,0,3,3,0,0,0,19,4,2,0,2,5,1,1,3,6,2,0,4,4,1
STUART,Kapunda,409,60,237,112,686,79,518,89,369,164,133,72,63,34,17,5,12,3,1,1,1,19,17,2,0,7,260,47,20,7,20,60,10,23,27,91,29,23,39,62,1
TAYLOR,Burton,1172,237,493,442,398,105,205,88,339,160,116,63,61,26,6,8,12,11,2,5,4,17,13,1,3,7,459,119,36,19,64,78,20,25,33,145,46,25,74,117,3
TAYLOR,Andrews Farm,1164,170,507,487,384,76,227,81,386,178,125,83,101,54,25,8,21,12,5,3,4,20,8,7,5,15,561,160,52,32,76,111,34,27,50,163,65,28,70,127,8
TAYLOR,Angle Vale,872,127,441,304,801,124,542,135,579,283,205,91,57,37,16,4,17,6,1,3,2,9,4,1,4,5,557,118,36,21,61,106,17,46,43,173,57,41,75,160,2
TAYLOR,Davoren Park,804,87,385,332,162,30,99,33,260,132,63,65,52,25,8,5,12,3,0,0,3,19,12,2,5,5,323,76,22,16,38,54,14,15,25,95,46,8,41,98,2
TAYLOR,Elizabeth North,755,83,343,329,174,39,103,32,294,185,66,43,49,30,13,5,12,3,3,0,0,13,6,2,5,3,352,95,30,19,46,46,12,15,19,103,35,20,48,108,2
TAYLOR,Smithfield,500,53,243,204,169,31,100,38,224,129,65,30,33,13,5,3,5,4,0,2,2,9,5,1,3,7,243,74,19,16,39,45,13,13,19,63,20,13,30,61,3
TAYLOR,Smithfield Plains,943,123,421,399,236,54,133,49,298,155,75,68,81,47,14,8,25,4,2,1,1,21,10,4,7,9,457,147,38,20,89,75,21,19,35,126,52,25,49,109,2
TAYLOR,Two Wells,539,74,267,198,606,85,420,101,437,195,157,85,56,25,15,2,8,8,5,0,3,20,14,2,4,3,495,99,32,13,54,80,20,30,30,155,47,35,73,161,3
TAYLOR,Virginia,480,95,201,184,577,93,371,113,258,126,95,37,22,8,3,4,1,4,1,3,0,9,3,5,1,1,233,46,12,14,20,55,11,31,13,67,21,18,28,65,13
TORRENS,Greenacres,786,172,336,278,587,136,357,94,361,171,138,52,89,54,20,15,19,5,4,0,1,27,17,5,5,3,182,34,9,7,18,45,8,21,16,54,17,12,25,49,3
TORRENS,Vale Park (Adelaide),300,50,141,109,590,90,410,90,248,116,107,25,65,39,17,6,16,4,4,0,0,16,12,0,4,6,90,10,2,1,7,32,5,17,10,27,5,12,10,21,0
TORRENS,Dernancourt,300,59,161,80,506,73,366,67,326,168,124,34,73,40,22,6,12,5,3,0,2,27,22,4,1,1,128,21,9,4,8,40,3,23,14,40,11,12,17,27,1
TORRENS,Gilles Plains,585,141,258,186,376,77,247,52,315,177,89,49,66,33,16,3,14,8,5,2,1,18,12,3,3,7,189,44,19,7,18,44,16,16,12,52,20,13,19,49,3
TORRENS,Hillcrest,644,128,311,205,588,127,393,68,458,238,149,71,68,39,17,10,12,6,1,5,0,21,13,3,5,2,204,45,12,11,22,51,10,18,23,43,13,15,15,65,3
TORRENS,Holden Hill,531,94,262,175,461,80,321,60,406,219,129,58,75,43,22,4,17,3,2,1,0,19,13,3,3,10,250,48,18,12,18,58,18,22,18,78,25,20,33,66,1
TORRENS,Klemzig,516,107,254,155,540,122,351,67,394,196,141,57,119,62,26,13,23,11,5,2,4,37,25,9,3,9,144,34,11,6,17,38,11,13,14,41,13,14,14,31,1
TORRENS,Northgate (Sturt),91,18,51,22,130,30,83,17,65,42,19,4,26,13,3,1,9,2,1,1,0,10,8,0,2,1,42,8,3,2,3,15,3,5,7,10,4,2,4,9,0
TORRENS,Vale Park (Sturt),119,19,68,32,162,22,119,21,140,68,54,18,32,18,7,1,10,3,1,2,0,9,7,1,1,2,43,9,4,1,4,19,3,5,11,12,3,5,4,3,1
TORRENS,Windsor Gardens East,269,67,137,65,258,63,164,31,186,94,65,27,64,37,19,7,11,4,3,0,1,19,14,3,2,4,114,25,8,5,12,36,16,10,10,33,7,8,18,20,1
TORRENS,Windsor Gardens West,293,63,128,102,331,70,215,46,260,133,91,36,82,46,24,4,18,6,5,0,1,26,21,2,3,4,115,24,11,6,7,27,4,12,11,38,16,6,16,26,1
UNLEY,Fullarton,277,44,150,83,697,70,543,84,259,120,116,23,118,81,37,16,28,11,5,5,1,21,14,4,3,5,82,13,4,1,8,26,4,12,10,23,5,10,8,20,3
UNLEY,Goodwood,670,79,351,240,825,132,556,137,422,233,156,33,306,216,101,18,97,10,6,4,0,71,55,6,10,9,147,45,20,6,19,33,7,11,15,44,17,16,11,25,4
UNLEY,Hyde Park,159,27,71,61,815,81,603,131,137,53,76,8,73,42,15,11,16,5,3,2,0,23,19,3,1,3,52,13,4,3,6,17,2,9,6,14,1,9,4,8,0
UNLEY,Malvern,194,25,98,71,792,93,603,96,193,75,105,13,88,53,25,11,17,12,9,3,0,22,13,4,5,1,66,8,3,1,4,20,3,8,9,26,10,5,11,12,1
UNLEY,Parkside,415,64,207,144,743,106,540,97,302,154,125,23,251,167,90,13,64,21,8,8,5,53,45,2,6,10,122,36,21,0,15,28,4,14,10,38,15,15,8,20,1
UNLEY,Unley,562,76,303,183,1038,146,745,147,394,205,156,33,244,149,76,11,62,17,10,5,2,68,50,8,10,10,144,34,12,6,16,50,10,26,14,37,13,13,11,23,3
UNLEY,Glenunga,376,82,198,96,1181,131,906,144,389,200,154,35,165,83,38,10,35,18,11,4,3,56,46,4,6,8,148,23,16,4,3,34,7,10,17,52,18,14,20,39,1
UNLEY,Myrtle Bank,222,43,115,64,775,81,616,78,235,125,99,11,104,59,26,7,26,8,4,3,1,33,24,4,5,4,81,15,5,4,6,25,6,11,8,24,7,7,10,17,1
UNLEY,Paradise,499,66,279,154,583,98,422,63,446,244,144,58,96,60,30,11,19,1,0,1,0,27,20,4,3,8,142,28,11,5,12,37,8,15,14,39,14,9,16,38,6
WAITE,Belair,517,62,307,148,1030,128,755,147,671,350,233,88,319,181,105,20,56,15,6,6,3,112,83,12,17,11,181,44,13,10,21,56,12,22,22,48,21,15,12,33,0
WAITE,Blackwood,359,52,213,94,916,104,702,110,446,215,190,41,154,86,47,12,27,11,5,2,4,53,39,5,9,4,182,26,14,4,8,74,12,35,27,55,17,14,24,27,0
WAITE,Blackwood Central,323,45,188,90,508,64,368,76,367,188,137,42,183,98,54,10,34,10,7,0,3,69,52,9,8,6,113,30,10,3,17,21,2,14,5,44,14,17,13,18,1
WAITE,Coromandel Valley (Boothby),131,24,78,29,187,24,143,20,151,80,55,16,59,26,16,0,10,3,2,1,0,27,25,0,2,3,54,8,2,2,4,14,5,7,2,16,4,4,8,16,1
WAITE,Eden Hills,267,32,156,79,424,53,327,44,303,169,101,33,182,107,48,10,49,10,6,3,1,62,51,5,6,3,114,20,11,1,8,29,5,13,11,42,9,16,17,23,1
WAITE,Flagstaff Hill,828,133,444,251,1415,215,1032,168,727,370,275,82,195,105,48,16,41,14,6,6,2,67,41,13,13,9,329,69,33,14,22,91,16,38,37,93,22,36,35,76,3
WAITE,Kingswood,251,43,122,86,684,72,486,126,262,134,94,34,135,75,32,12,31,6,6,0,0,42,30,7,5,12,55,10,4,1,5,11,1,2,8,18,6,6,6,16,0
WAITE,Mitcham,381,65,209,107,1283,124,995,164,407,185,186,36,166,98,46,10,42,9,7,1,1,54,36,8,10,5,155,21,11,2,8,56,5,32,19,42,21,11,10,36,0
WAITE,Netherby,84,15,46,23,458,39,361,58,128,52,67,9,38,22,14,2,6,0,0,0,0,16,11,0,5,0,37,8,3,1,4,17,4,9,4,8,3,2,3,4,0
WAITE,Coromandel Valley (Mayo),151,22,98,31,307,41,223,43,270,129,111,30,99,47,26,3,18,7,2,5,0,43,33,4,6,2,78,15,4,4,7,21,3,12,6,20,5,7,8,22,0
WEST TORRENS,Mile End (Adelaide),557,57,313,187,289,43,185,61,272,153,84,35,174,113,60,10,43,6,2,3,1,47,34,6,7,8,137,47,24,5,18,23,3,12,8,44,14,10,20,23,3
WEST TORRENS,Brooklyn Park,661,90,325,246,505,78,329,98,361,179,127,55,112,74,34,10,30,8,3,3,2,27,16,4,7,3,144,24,14,3,7,41,12,16,13,42,14,11,17,37,3
WEST TORRENS,Brooklyn Park South,420,79,211,130,399,66,275,58,243,136,86,21,71,44,21,4,19,2,1,0,1,23,17,2,4,2,117,26,13,2,11,31,6,10,15,31,10,8,13,29,1
WEST TORRENS,Cowandilla,864,105,413,346,464,95,305,64,401,242,109,50,175,116,62,11,43,7,5,1,1,44,32,5,7,8,165,50,13,13,24,39,5,10,24,38,12,9,17,38,4
WEST TORRENS,Flinders Park,842,107,436,299,880,140,593,147,491,266,175,50,124,73,37,10,26,10,1,6,3,33,23,5,5,8,231,62,20,17,25,48,10,22,16,60,22,21,17,61,3
WEST TORRENS,Lockleys North,424,70,219,135,631,91,463,77,291,137,123,31,89,52,24,4,24,3,2,1,0,28,18,5,5,6,121,20,5,6,9,40,11,12,17,34,16,5,13,27,0
WEST TORRENS,Mile End (Hindmarsh),246,37,137,72,160,31,103,26,104,60,31,13,90,62,29,7,26,6,4,1,1,20,16,4,0,2,36,7,4,1,2,11,1,4,6,15,9,3,3,3,0
WEST TORRENS,Netley,375,44,193,138,402,62,283,57,235,113,79,43,28,17,6,1,10,2,1,1,0,5,3,1,1,4,87,19,12,2,5,32,9,11,12,22,5,8,9,14,1
WEST TORRENS,Richmond,723,110,375,238,640,127,442,71,374,174,139,61,108,58,33,3,22,7,3,3,1,38,27,5,6,5,160,41,14,7,20,37,9,14,14,42,16,11,15,40,4
WEST TORRENS,Torrensville,602,75,325,202,395,62,265,68,299,163,103,33,183,124,64,7,53,9,5,1,3,47,42,1,4,3,104,25,8,7,10,23,10,6,7,34,11,8,15,22,2
WRIGHT,Modbury Heights,829,124,413,292,784,118,492,174,592,301,215,76,126,83,32,10,41,7,5,0,2,30,18,7,5,6,362,82,19,14,49,89,15,30,44,99,34,29,36,92,3
WRIGHT,Redwood Park,691,106,352,233,680,110,466,104,468,235,172,61,111,65,29,3,33,2,2,0,0,35,24,3,8,9,325,73,27,12,34,71,14,27,30,99,28,38,33,82,1
WRIGHT,Salisbury East,782,111,370,301,488,66,335,87,428,220,139,69,86,45,17,5,23,3,2,0,1,24,15,3,6,14,284,59,17,13,29,62,14,24,24,83,32,15,36,80,1
WRIGHT,Salisbury East Central,677,83,307,287,396,80,254,62,335,171,107,57,64,40,18,4,18,7,3,2,2,9,6,0,3,8,249,48,11,15,22,62,16,18,28,70,20,25,25,69,2
WRIGHT,Surrey Downs,548,71,292,185,488,86,335,67,448,231,143,74,73,35,16,8,11,3,1,1,1,31,21,5,5,4,254,55,21,11,23,47,9,27,11,80,24,25,31,72,2
WRIGHT,Wynn Vale,926,119,456,351,941,134,682,125,569,294,193,82,102,57,30,6,21,10,6,4,0,33,22,5,6,2,328,70,23,14,33,69,14,28,27,94,34,35,25,95,4
WRIGHT,Wynn Vale West,371,72,169,130,446,87,246,113,215,113,81,21,57,34,18,6,10,5,3,0,2,17,11,2,4,1,158,30,13,6,11,52,10,27,15,30,10,11,9,46,2
WRIGHT,Brahma Lodge,691,114,315,262,257,48,166,43,305,160,91,54,56,30,17,6,7,6,3,0,3,12,8,2,2,8,254,57,17,11,29,44,11,12,21,80,32,16,32,73,5